Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
1,0,1,1,1,3,5,4,3,1,1,1,3,3,3,4,4,0,0
2,0,2,0,0,2,2,3,2,3,2,2,2,3,2,4,4,2,0
4,1,4,1,0,5,5,4,5,2,4,4,1,4,5,5,4,0,1
5,0,4,1,0,4,4,5,5,4,5,5,5,4,3,4,4,0,1
5,1,2,1,0,2,4,5,4,2,5,2,4,2,2,2,2,18,0
4,1,4,2,0,3,4,5,3,5,5,4,5,5,3,5,4,10,0
5,0,5,1,0,5,5,5,5,4,4,4,4,1,5,2,4,0,1
5,1,5,2,0,2,2,4,2,4,4,5,2,3,2,4,4,0,1
4,0,4,1,0,4,4,2,4,2,5,5,5,2,4,3,2,0,1
4,0,4,0,0,3,5,3,4,4,4,4,4,3,5,3,3,14,1
4,1,4,1,0,2,2,3,2,5,4,4,1,5,2,5,5,6,0
5,0,1,0,0,5,5,2,5,1,1,5,1,2,5,3,5,0,1
5,0,5,1,0,5,5,5,5,3,2,2,2,5,5,4,4,0,1
2,0,2,1,1,1,1,2,1,3,3,3,4,2,1,3,3,0,0
5,0,5,0,1,2,3,4,2,4,0,5,5,3,2,5,4,0,1
3,1,3,1,0,1,1,4,1,2,2,3,2,2,1,3,3,0,0
3,0,2,1,1,3,3,1,3,3,3,3,4,5,3,3,2,0,0
3,0,3,2,1,2,2,5,2,1,0,3,2,3,2,3,4,2,0
3,0,4,0,0,4,3,2,2,3,3,3,3,4,2,4,4,18,0
5,0,1,0,0,4,5,4,3,4,1,1,1,4,4,4,4,0,1
5,0,2,0,0,5,4,5,4,5,2,2,2,5,4,5,5,0,1
4,0,3,0,0,4,4,2,4,1,3,3,3,3,4,4,3,11,1
3,1,3,2,0,5,4,5,4,3,0,3,2,5,2,5,5,0,0
1,0,1,0,0,4,5,1,2,4,1,1,1,4,2,4,4,6,1
5,0,5,0,0,4,5,3,5,4,5,5,5,4,2,4,4,1,1
2,0,2,0,1,3,3,4,3,2,2,2,5,5,3,4,5,0,0
5,0,5,1,1,5,5,2,5,3,0,5,3,3,5,2,3,0,1
3,0,3,1,0,3,3,1,3,3,4,4,4,3,3,3,3,0,0
4,1,3,1,0,3,1,3,3,5,4,4,2,3,3,5,2,0,0
4,1,3,0,0,3,2,5,4,3,5,3,2,3,5,3,3,54,0
2,0,2,0,1,2,2,4,2,3,2,2,3,4,2,5,4,11,0
2,0,2,1,0,3,3,1,3,4,5,5,5,1,3,2,2,0,0
1,0,1,0,0,5,2,5,3,5,1,1,1,5,5,5,5,11,1
5,0,5,0,1,2,2,4,2,4,5,5,2,3,2,4,4,48,1
3,0,1,0,0,1,3,4,2,1,4,4,4,1,5,1,1,0,0
4,0,0,0,0,2,4,5,4,2,0,0,2,2,4,2,2,0,1
1,0,1,1,1,1,1,3,1,3,4,1,4,5,1,4,4,0,0
3,0,5,0,0,3,5,4,5,3,5,5,5,3,2,3,3,1,1
3,0,3,0,0,3,3,4,4,3,2,2,2,3,3,3,3,43,0
4,0,4,2,0,4,4,1,4,1,3,4,3,4,4,3,4,22,0
4,1,2,1,0,5,3,1,2,2,1,2,4,5,5,5,5,70,0
4,1,4,1,0,1,5,4,3,4,4,4,4,1,4,1,1,0,0
4,0,2,0,0,5,4,2,3,5,2,2,2,5,3,5,5,11,1
5,0,5,0,1,4,4,3,4,4,5,5,3,4,4,4,4,0,1
4,1,3,1,0,4,4,3,4,2,5,4,2,4,4,5,4,0,0
5,0,1,0,0,5,5,5,5,5,1,1,1,5,5,1,1,25,1
1,0,1,1,1,5,5,3,5,4,3,1,2,5,5,4,2,0,0
3,0,3,1,1,4,4,3,4,1,5,3,4,2,4,5,2,0,0
4,0,5,0,1,5,5,4,5,5,5,4,1,5,5,4,5,0,1
3,1,3,1,0,3,3,5,3,5,5,3,3,5,3,5,5,0,0
4,0,4,1,0,4,4,5,4,2,1,4,1,4,4,4,5,0,1
4,0,3,0,0,4,4,4,5,4,3,3,3,4,3,4,4,0,1
3,0,3,0,0,3,3,2,3,4,1,2,1,3,3,4,3,10,0
3,1,2,0,0,1,5,5,5,2,5,2,4,1,2,1,1,0,0
5,0,3,0,0,5,5,3,3,5,3,3,3,5,2,5,5,63,1
4,0,4,0,1,1,1,4,1,5,4,4,4,3,1,5,5,26,1
4,0,1,0,0,4,4,5,3,4,1,1,1,4,4,4,4,0,1
5,0,2,0,0,5,4,5,3,5,2,2,2,5,3,5,5,11,1
2,0,2,2,1,1,1,4,1,3,2,2,3,1,1,3,2,0,0
4,0,4,0,0,4,4,4,4,4,4,3,4,4,2,4,4,3,1
3,1,2,1,0,3,5,5,5,2,4,2,4,3,2,3,2,0,0
1,1,1,1,0,5,5,1,5,4,4,1,3,1,5,1,2,15,0
2,0,2,1,1,4,2,4,4,1,4,2,4,2,4,3,2,0,0
4,0,5,0,0,4,4,5,3,4,5,5,5,4,2,4,4,13,1
2,0,1,0,0,5,5,5,2,5,1,1,1,5,4,5,5,4,1
3,1,3,0,0,2,2,4,2,3,2,3,4,1,2,3,4,0,0
4,0,4,0,0,5,5,5,4,5,4,4,4,5,3,5,5,1,1
5,1,3,1,0,3,4,5,4,3,4,3,4,3,3,3,3,0,0
5,0,1,0,0,4,5,5,3,4,1,1,1,4,3,4,4,0,1
4,0,2,1,0,2,4,4,3,2,3,3,3,2,1,2,2,14,0
2,0,3,0,0,3,2,2,1,3,2,2,2,3,4,3,3,0,0
3,0,1,0,0,4,3,4,5,4,1,1,1,4,3,4,4,0,1
2,0,5,0,0,4,1,2,2,4,5,5,5,4,2,4,4,35,1
4,0,5,0,0,5,5,3,3,5,5,5,5,5,4,5,5,29,1
4,1,4,1,0,3,3,2,3,3,5,4,2,2,3,2,3,0,0
4,0,5,0,0,4,4,4,3,4,5,5,5,4,3,4,4,0,1
4,0,5,0,0,5,4,4,4,5,5,5,5,5,4,5,5,2,1
4,0,4,0,1,4,2,3,4,4,4,4,1,3,4,5,4,4,0
3,0,3,0,0,4,5,4,5,4,3,3,3,4,3,4,4,0,1
2,0,4,1,0,4,2,3,1,4,5,5,5,4,4,4,4,38,1
4,0,4,0,0,3,5,5,3,3,4,4,4,3,3,3,3,65,1
5,0,3,0,0,3,5,5,5,4,3,3,3,3,2,3,3,7,1
4,0,1,0,0,5,4,3,3,5,1,1,1,5,3,5,5,0,1
5,0,5,0,1,2,2,5,2,2,5,5,4,4,2,4,4,14,1
3,1,3,1,0,5,5,2,5,3,2,3,3,2,5,4,4,0,0
2,1,3,1,0,2,2,2,2,4,3,2,3,1,2,4,4,0,0
3,0,3,1,1,4,4,1,4,4,3,3,3,3,4,4,3,16,0
4,0,3,0,0,4,5,4,5,4,3,3,3,4,3,4,4,0,1
5,0,1,0,1,5,5,5,5,4,1,1,3,5,1,3,4,30,0
5,0,5,1,0,5,5,4,5,4,3,3,3,4,5,3,4,0,1
3,1,3,1,0,1,3,3,3,4,2,3,3,1,3,4,3,122,0
4,0,5,0,0,3,5,3,3,4,5,5,5,3,4,3,3,9,1
3,1,3,1,0,5,5,4,5,1,1,3,4,4,5,3,4,0,0
4,0,3,0,0,4,4,4,4,4,3,3,3,2,4,4,2,8,1
5,1,4,1,0,4,5,5,3,4,4,4,3,4,2,4,4,21,0
4,0,4,1,0,4,4,4,4,3,5,5,5,3,4,3,3,2,0
5,0,1,0,0,4,5,3,5,4,1,2,1,4,3,4,4,3,1
4,0,3,0,0,3,4,4,4,3,1,3,3,3,4,3,3,70,0
4,0,3,0,0,4,4,5,4,4,3,3,3,3,4,5,4,0,1
5,0,5,1,1,3,3,4,3,5,0,5,3,1,3,1,1,0,1
3,0,3,1,1,2,2,2,2,3,1,3,4,4,2,3,3,124,0
2,1,2,2,0,4,4,2,4,5,2,2,4,2,4,3,3,0,0
4,0,1,0,0,3,4,4,3,3,1,2,1,3,2,3,3,0,1
5,0,1,0,0,5,5,3,5,3,1,1,1,3,5,4,5,22,1
5,0,2,0,0,4,5,5,3,4,2,2,2,4,3,4,4,8,1
2,1,3,2,0,5,3,3,5,3,4,2,4,5,5,5,5,0,0
3,1,3,1,0,4,4,4,4,5,5,3,5,4,4,4,4,0,0
1,0,4,0,0,4,1,3,3,4,4,4,4,4,2,4,4,0,1
5,0,4,0,0,4,5,4,4,5,4,4,4,4,3,4,4,26,1
3,0,3,1,1,4,3,3,4,4,3,3,4,2,4,3,3,101,0
5,0,2,0,0,4,5,5,3,4,2,2,2,4,3,4,4,0,1
2,1,2,1,0,5,5,4,5,4,4,2,3,5,5,4,4,0,0
3,0,3,0,0,5,4,5,4,5,1,3,3,5,2,5,3,0,1
3,1,3,1,0,5,5,5,5,2,0,3,4,4,5,4,4,27,0
5,1,2,1,0,5,4,4,4,2,5,2,1,5,4,5,4,0,0
2,0,2,1,1,5,5,1,5,1,3,2,3,4,5,4,4,28,0
3,0,2,0,0,2,3,4,4,2,1,1,1,2,2,2,2,0,0
3,0,2,1,1,1,3,3,3,4,2,2,3,5,2,1,3,211,0
5,0,3,0,0,4,5,3,5,4,3,1,3,4,4,4,4,0,1
4,0,5,0,0,4,4,4,3,4,5,5,5,4,2,4,4,5,1
4,0,2,0,0,2,4,3,3,2,2,2,2,2,2,2,2,1,1
4,0,1,0,0,4,4,4,4,4,1,3,1,4,4,4,5,7,1
2,0,2,1,1,5,5,1,5,1,4,2,3,2,5,4,4,78,0
5,0,4,0,0,5,5,5,5,5,4,4,4,1,5,5,2,0,1
4,0,4,1,1,2,2,4,2,5,4,4,3,1,2,3,3,53,0
3,0,3,0,1,4,2,4,4,4,3,3,1,4,4,4,4,0,1
3,0,3,0,0,3,3,1,3,4,3,3,3,3,3,4,3,81,0
2,1,3,1,0,3,3,2,3,4,4,2,4,4,3,4,3,0,0
2,1,2,1,0,3,3,5,3,4,4,2,1,4,3,4,3,0,0
4,0,0,0,0,4,5,4,3,3,5,0,4,4,3,4,3,0,1
5,0,5,0,1,4,4,4,4,2,5,5,1,5,4,5,4,0,1
4,0,4,1,0,4,4,3,4,1,3,3,3,4,4,2,2,14,0
1,0,5,0,0,3,3,3,3,4,5,5,5,3,3,3,3,2,1
3,1,3,1,0,4,4,3,4,4,4,3,1,3,4,4,5,0,0
5,0,5,0,0,5,5,3,5,5,5,5,5,5,4,5,5,2,1
5,0,4,1,1,4,4,2,4,1,0,5,1,1,4,4,5,0,0
3,0,1,0,0,1,2,3,2,1,3,3,3,1,2,1,1,0,0
0,1,0,1,0,2,2,3,2,3,2,0,3,1,2,3,2,10,1
1,1,1,1,0,4,4,4,4,2,5,1,2,3,4,4,4,40,0
2,0,2,1,1,3,3,2,3,3,0,2,3,5,3,1,3,0,0
2,1,2,1,0,4,4,4,4,4,5,2,3,4,4,5,4,4,0
4,0,4,2,0,4,4,2,4,4,1,1,1,5,4,3,1,0,1
3,0,3,1,1,4,4,4,4,5,2,3,3,2,4,3,4,8,0
5,0,2,0,0,2,4,5,4,2,2,2,2,2,5,2,2,0,1
3,1,3,1,0,3,3,2,3,1,1,3,3,1,3,4,4,12,0
5,0,1,0,0,5,5,4,5,5,1,2,1,5,5,5,5,0,1
5,0,4,0,0,5,4,5,3,5,4,3,4,5,4,5,5,2,1
5,0,1,0,0,5,5,4,5,3,1,1,1,5,5,5,3,6,1
4,0,3,0,0,5,1,2,2,5,3,3,3,5,5,5,5,0,1
4,0,1,0,0,1,3,2,4,1,2,2,2,1,3,1,1,0,0
5,0,1,0,0,4,5,3,3,4,1,1,1,4,4,4,4,0,1
5,0,2,0,0,4,5,3,3,4,2,2,2,4,4,4,4,0,1
3,1,3,1,0,4,4,3,4,4,0,3,2,4,4,5,4,0,0
3,1,3,1,0,1,1,3,1,3,3,3,3,4,1,3,2,41,0
5,0,3,0,0,4,5,4,5,4,3,3,3,4,5,4,4,0,1
2,0,2,0,1,5,5,5,5,1,2,2,3,4,5,3,5,38,0
1,0,1,0,0,1,1,3,1,3,1,1,1,2,1,4,4,0,0
4,0,3,0,0,1,4,2,1,1,3,3,3,1,1,1,3,0,0
4,0,1,0,0,4,4,4,4,2,1,1,1,4,4,5,5,19,1
5,0,2,0,0,4,4,5,4,4,5,2,2,4,5,4,4,0,1
2,0,2,0,1,4,5,1,4,4,2,2,3,1,4,4,3,0,0
3,0,3,0,1,4,4,3,4,3,3,3,3,3,4,4,4,24,0
5,0,4,0,0,3,5,5,5,5,1,4,4,4,5,4,5,0,1
3,0,3,1,0,3,2,4,4,3,2,2,2,3,5,3,3,0,0
2,1,2,1,0,2,5,3,2,5,3,2,3,4,2,4,5,11,0
3,0,2,0,0,2,4,4,2,2,5,5,5,2,3,2,2,0,0
3,0,3,2,0,3,3,4,3,2,4,4,4,3,3,4,4,40,0
5,0,5,0,0,4,5,4,4,4,5,5,5,4,5,4,4,0,1
4,0,4,1,1,3,3,1,3,4,4,4,3,1,3,3,4,0,0
1,1,1,1,0,2,2,3,2,2,5,1,1,3,2,5,5,0,0
5,0,4,0,0,4,4,3,3,4,4,4,4,4,2,4,4,0,1
5,0,2,0,0,3,3,3,2,3,2,2,2,3,1,3,3,0,1
4,0,1,0,0,4,4,4,3,4,1,1,1,4,2,4,4,6,1
3,0,3,1,1,2,2,4,2,4,5,3,2,5,2,2,2,0,0
3,1,3,1,0,5,1,2,2,3,3,3,1,5,3,5,3,0,0
4,0,5,0,0,4,4,3,4,5,5,3,5,4,4,5,5,68,1
1,0,1,0,1,2,2,4,2,2,1,1,2,3,2,5,4,0,0
5,0,5,0,0,4,5,5,4,5,5,5,5,4,4,4,4,23,1
5,1,4,1,0,5,5,4,5,3,1,5,1,1,5,1,1,23,0
1,0,2,1,1,2,2,4,2,5,0,1,2,4,2,4,5,3,0
2,0,3,1,1,5,5,4,5,3,3,2,4,4,5,4,3,0,0
4,1,3,1,0,2,5,4,4,3,5,3,3,2,5,2,2,0,0
2,1,2,1,0,1,1,4,1,4,5,2,5,4,1,4,4,14,0
1,1,3,1,0,5,4,2,2,3,0,3,2,5,1,5,5,0,0
2,1,2,1,0,2,2,4,2,3,0,2,4,5,2,4,4,0,0
2,0,3,0,0,5,3,1,3,5,3,3,3,5,2,5,5,0,1
3,1,3,0,0,3,3,3,3,4,4,3,1,5,3,5,5,89,0
2,1,2,1,0,4,4,5,4,2,5,2,2,1,4,3,3,0,0
4,0,4,2,0,4,4,1,4,4,4,4,4,5,4,3,2,0,1
3,1,3,1,0,3,3,4,3,4,4,3,2,4,3,2,1,8,0
2,0,2,1,1,5,5,2,5,4,2,2,4,3,5,3,3,0,0
3,0,1,2,0,1,3,4,4,1,4,4,4,1,2,1,1,0,0
5,0,5,0,0,5,5,4,4,5,5,5,5,5,3,5,5,7,1
0,1,3,0,0,1,1,4,1,1,0,0,3,4,1,3,5,0,0
5,0,5,0,0,4,4,3,3,4,5,2,5,4,2,4,4,22,1
3,0,3,1,1,3,3,2,3,3,1,3,2,3,3,2,2,4,0
5,1,3,0,0,1,5,3,3,3,5,3,4,1,2,1,1,34,0
5,0,0,0,0,3,4,3,4,3,1,1,4,3,2,3,3,0,1
3,1,1,1,0,4,3,3,3,4,4,1,1,5,1,5,4,142,0
1,1,1,1,0,1,1,1,1,5,3,1,3,1,1,2,2,0,0
3,0,3,1,1,4,3,5,4,5,3,3,4,4,4,4,4,0,0
1,1,1,1,0,5,5,1,5,2,1,1,4,1,5,4,3,0,0
4,0,1,0,0,1,3,4,3,1,4,2,4,1,2,1,1,2,0
3,0,3,2,0,3,3,2,3,1,1,4,1,4,3,2,3,12,0
4,0,2,0,0,5,5,3,3,5,2,2,2,5,5,5,5,1,1
5,0,1,0,0,5,5,4,4,5,1,1,1,5,2,5,5,46,1
1,1,1,1,0,5,1,5,5,2,4,1,4,3,5,4,5,26,0
1,0,1,1,0,1,1,4,1,1,3,3,3,2,1,4,4,21,0
1,1,1,1,0,3,3,4,3,3,1,1,2,4,3,3,2,4,0
1,0,1,0,1,3,3,2,3,5,1,1,2,2,3,3,3,0,0
3,0,3,1,0,3,3,1,3,2,1,1,1,2,3,4,4,57,0
5,1,3,1,0,3,5,4,4,3,5,3,2,3,2,3,3,0,0
5,0,5,0,0,5,5,5,5,5,5,5,5,5,4,5,5,0,1
3,1,3,1,0,3,3,1,3,5,5,3,5,5,3,2,2,0,0
5,0,3,0,0,5,5,4,5,5,3,3,3,5,5,5,5,19,1
5,0,2,0,0,4,4,3,5,4,2,2,2,4,5,4,4,31,1
2,1,2,1,0,1,1,3,1,4,5,2,3,3,1,2,1,4,0
4,0,2,0,0,4,4,5,4,4,2,2,2,3,4,4,5,8,1
2,0,4,0,0,2,2,4,2,2,4,4,4,3,2,5,4,8,1
4,0,1,0,0,4,4,3,4,5,1,1,1,4,4,4,4,31,1
4,0,4,1,0,4,4,5,4,3,5,5,5,2,4,3,1,0,1
3,0,0,0,0,4,1,3,4,4,3,0,5,4,2,4,1,0,1
5,0,5,1,0,4,4,2,4,1,2,2,2,5,4,1,1,1,1
4,0,3,0,0,4,4,3,4,2,3,3,3,4,4,4,5,0,1
5,0,5,0,1,5,5,5,5,4,5,5,5,5,5,4,5,0,1
4,0,4,0,1,1,5,3,1,2,4,4,2,4,1,5,4,19,0
5,0,4,0,0,5,5,3,5,5,4,4,4,5,3,5,5,57,1
3,0,2,0,1,3,3,2,3,4,1,3,4,3,3,4,4,16,0
1,1,3,1,0,4,4,1,4,3,5,1,3,1,4,2,4,31,0
2,0,2,1,1,2,2,4,2,2,0,2,2,4,2,3,5,0,0
0,1,1,2,0,3,3,5,3,4,5,0,1,4,3,5,5,0,0
4,0,3,0,0,4,1,1,2,4,3,3,3,4,3,4,4,0,1
4,0,5,0,0,4,5,3,5,4,5,5,5,4,2,4,4,0,1
2,1,3,1,0,2,1,1,1,2,5,3,5,3,3,2,1,123,0
4,0,2,1,1,1,4,4,4,2,2,2,3,5,2,4,3,0,0
5,1,2,0,0,3,5,5,5,5,5,2,3,2,2,4,4,3,0
3,1,2,1,0,4,3,4,4,2,2,2,3,4,4,4,4,0,0
4,0,3,0,0,3,3,3,2,3,4,3,4,3,5,3,3,58,0
4,0,3,1,1,3,5,3,3,4,5,4,4,5,3,5,5,4,0
4,0,2,0,0,4,4,5,4,3,2,5,2,5,4,4,3,0,1
4,0,4,1,1,4,4,3,4,5,2,4,1,3,4,2,2,31,1
2,1,2,1,0,4,4,5,4,4,5,2,3,5,4,5,5,0,0
2,0,2,2,0,2,4,4,2,5,4,4,4,4,2,4,3,10,0
4,1,4,0,0,1,1,3,1,1,3,4,1,3,1,3,1,3,1
0,1,0,1,0,2,2,4,2,2,4,0,4,1,2,4,3,0,1
4,0,5,0,0,2,4,3,4,2,5,4,5,2,2,2,2,0,1
4,0,4,1,1,4,2,4,4,2,0,4,1,4,4,3,5,0,1
4,0,4,0,0,4,4,3,4,4,4,2,4,4,4,3,4,0,1
4,0,4,0,0,4,4,5,3,5,4,4,4,4,2,4,4,19,1
2,0,2,0,1,4,4,3,4,4,2,2,3,4,4,4,4,0,0
5,0,2,0,0,5,4,5,5,5,2,2,2,5,2,5,5,0,1
4,1,3,1,0,2,4,1,3,4,2,4,4,2,3,2,2,0,0
4,0,3,1,0,3,3,1,3,3,4,4,4,3,5,3,3,3,0
2,0,3,0,0,4,1,2,2,4,3,3,3,4,5,4,4,1,1
2,0,4,0,0,4,5,2,3,4,4,4,4,4,3,4,4,1,1
1,1,4,1,0,4,4,4,4,5,1,1,4,1,4,4,3,6,1
1,0,1,0,1,1,1,5,1,3,1,1,4,5,1,5,4,0,0
4,0,5,0,0,4,5,3,3,4,5,5,5,4,2,4,4,4,1
5,0,3,0,0,4,4,3,3,4,3,3,3,4,5,4,4,0,1
1,0,1,0,1,5,5,4,5,5,1,1,3,5,5,5,5,0,0
5,1,2,1,0,1,4,5,5,2,0,2,2,1,2,1,1,4,0
3,1,3,1,0,4,4,3,4,2,4,3,4,5,4,5,5,54,0
1,1,1,1,0,5,5,1,5,4,3,1,3,4,5,4,2,5,0
4,0,1,0,0,3,4,3,4,3,1,1,1,3,4,3,3,89,1
1,0,4,2,0,3,4,4,4,3,5,5,5,1,4,3,3,169,0
3,0,4,1,0,4,3,4,1,4,5,3,5,4,1,4,4,1,0
3,0,3,0,1,2,2,2,2,2,3,3,4,2,2,4,4,30,0
5,1,5,1,0,3,3,1,3,1,3,5,4,3,3,4,4,0,1
5,0,3,0,0,5,5,5,5,5,3,3,3,5,4,5,5,0,1
4,0,0,0,0,3,4,4,3,3,0,0,2,3,2,3,3,6,1
2,0,0,0,0,2,4,5,5,2,5,0,3,2,4,2,2,0,1
3,0,0,0,0,3,3,1,3,4,3,0,1,2,3,2,1,0,1
5,0,5,1,1,2,3,1,2,1,0,5,3,1,2,3,4,0,1
2,0,2,1,1,1,1,1,1,4,2,2,4,4,1,4,4,22,0
4,0,5,0,0,5,5,5,3,5,5,5,5,5,2,5,5,0,1
3,1,2,1,0,4,4,1,4,4,5,3,2,3,4,5,4,0,0
5,0,5,0,0,4,5,3,4,4,5,5,5,4,3,4,4,0,1
4,0,4,1,0,4,4,3,4,2,3,3,3,3,4,2,4,0,1
2,0,2,1,1,3,3,2,3,3,2,2,1,1,3,5,5,100,0
0,1,2,1,0,2,3,5,2,3,5,0,3,1,2,1,3,0,0
4,0,4,1,0,4,4,4,4,4,1,1,1,4,4,2,3,27,0
3,0,1,2,0,1,3,2,2,1,2,2,2,1,5,1,1,0,0
1,0,1,0,0,1,2,4,4,1,1,4,1,1,1,1,1,0,0
4,0,2,0,0,4,4,3,4,2,2,2,2,4,4,4,5,0,1
2,0,2,1,1,1,1,4,1,1,2,2,2,4,1,2,3,7,0
1,0,1,1,1,4,4,1,4,1,1,1,4,2,4,4,2,0,0
4,0,1,0,0,4,4,5,4,1,1,1,1,3,4,2,4,45,1
1,1,1,1,0,4,4,3,4,4,3,1,4,3,4,4,2,34,0
5,0,4,0,0,3,5,5,5,3,4,4,4,5,5,3,5,0,1
4,0,4,2,0,4,4,2,4,5,1,4,1,2,4,2,3,0,1
1,0,1,1,1,4,4,2,4,2,2,2,1,4,4,2,4,0,0
3,0,3,0,1,5,3,3,3,5,3,3,2,4,3,5,4,161,0
4,0,0,0,0,2,4,4,4,2,5,0,4,2,4,2,2,29,1
5,0,2,0,0,3,5,4,3,4,2,2,2,3,5,3,3,0,1
1,1,1,1,0,2,2,3,2,3,4,1,1,3,2,5,4,0,0
3,0,1,0,0,3,3,3,3,3,1,2,1,5,4,4,4,197,1
1,1,1,1,0,1,1,4,1,2,5,1,1,5,1,4,4,0,0
5,1,3,2,0,2,4,3,3,3,5,3,3,2,4,2,2,96,0
2,0,2,1,1,3,3,3,3,4,2,2,4,3,3,5,4,77,0
2,0,5,0,0,5,5,1,5,5,5,5,5,5,1,5,5,0,1
3,1,4,1,0,4,4,5,4,3,4,3,4,4,4,5,3,0,0
1,0,1,0,1,3,3,4,3,4,1,1,4,1,3,3,4,2,0
1,0,1,2,1,2,5,1,2,5,1,1,3,1,2,3,4,5,0
4,1,4,0,0,1,1,3,1,4,3,4,2,3,1,2,3,0,1
4,0,3,0,0,4,4,5,3,4,3,3,3,4,3,4,4,70,1
5,0,2,0,0,5,5,4,3,5,2,2,2,5,5,5,4,43,1
2,1,2,1,0,2,2,5,2,1,5,2,5,2,2,5,2,15,0
3,1,2,1,0,2,3,3,3,1,1,2,3,4,2,1,2,0,0
0,0,0,0,1,4,4,3,4,3,0,0,4,3,4,4,5,0,1
5,0,4,0,0,5,5,5,5,2,4,4,4,3,5,4,5,0,1
2,0,2,0,1,2,4,3,2,2,2,2,3,2,2,4,3,18,0
4,0,2,0,0,4,4,3,5,4,2,2,2,4,2,4,4,2,1
3,0,3,0,1,4,4,3,4,3,3,3,4,4,4,5,4,10,0
5,1,1,1,0,3,5,3,5,1,4,1,5,3,5,3,1,0,0
4,1,1,0,0,2,3,2,4,1,5,1,3,2,1,2,2,114,0
0,0,0,0,1,5,5,4,5,3,0,0,5,5,5,4,4,5,1
2,0,2,0,0,2,2,2,2,4,1,1,1,2,2,2,2,0,0
2,0,3,0,0,3,3,2,4,3,1,1,1,3,1,3,3,0,0
2,1,4,1,0,1,2,2,2,4,2,4,4,4,4,1,3,0,0
2,0,2,1,0,2,1,3,2,5,2,2,2,3,2,3,4,0,0
2,1,3,1,0,3,4,1,1,3,3,3,3,3,5,3,3,0,0
5,0,1,0,0,4,4,5,5,4,1,1,1,4,3,4,4,15,1
5,0,3,0,0,5,5,5,5,3,3,4,3,4,5,5,5,42,1
3,0,3,0,0,3,4,3,3,3,3,3,3,3,4,3,3,33,0
3,0,1,1,0,1,4,3,3,1,4,4,4,1,4,1,1,0,0
3,0,3,2,1,1,1,1,1,2,4,3,4,2,1,4,3,0,0
2,0,2,0,1,3,3,3,3,2,2,2,4,5,3,4,5,0,0
5,0,5,2,0,5,5,2,5,3,5,5,5,2,5,3,5,0,1
2,0,2,0,1,3,3,4,3,3,0,2,3,3,3,5,4,0,0
3,0,3,1,1,4,4,2,4,5,5,3,5,3,4,3,1,0,0
3,1,3,1,0,2,3,4,2,1,3,3,2,4,2,3,3,0,0
2,0,2,0,0,2,2,4,2,3,5,5,5,1,2,4,3,13,0
3,0,3,2,0,4,3,3,3,4,2,2,2,1,3,2,4,91,0
3,1,1,1,0,1,4,1,1,1,4,1,5,1,2,1,1,0,0
4,0,4,0,0,4,3,2,2,4,1,1,1,4,3,4,4,0,0
4,0,1,0,0,5,4,5,3,5,1,2,1,5,5,5,5,25,1
3,0,4,0,0,4,4,1,1,4,4,4,4,4,4,4,4,0,0
1,0,0,0,0,3,3,3,1,3,5,0,4,3,2,3,3,0,1
5,0,5,0,1,2,2,3,2,4,0,5,3,5,2,5,5,0,1
2,1,2,2,0,1,1,2,1,1,3,2,4,4,1,3,4,20,0
0,1,4,1,0,5,1,4,5,5,5,0,4,5,5,5,4,0,0
2,0,2,1,1,1,1,3,1,4,2,2,4,3,1,4,4,8,0
2,0,2,1,0,2,2,4,2,2,5,1,1,4,2,3,3,0,0
4,1,3,1,0,3,5,3,4,3,4,3,3,3,3,3,3,0,0
4,1,2,1,0,3,5,4,5,2,5,2,1,3,3,3,3,53,0
4,1,3,2,0,4,4,1,4,3,5,4,4,4,4,5,4,10,0
2,0,2,0,0,4,3,4,2,5,2,2,2,4,4,4,4,0,1
1,1,3,0,0,3,2,1,2,3,3,3,3,3,3,3,3,0,0
4,0,4,0,0,4,5,5,4,4,4,4,4,4,2,4,4,0,1
4,0,2,0,0,4,5,5,4,4,2,2,2,4,3,4,4,5,1
5,0,1,0,0,5,4,5,3,5,1,1,1,5,4,5,5,66,1
4,0,4,0,1,5,5,5,5,5,3,3,1,5,5,5,5,0,1
4,0,4,1,1,2,2,2,2,3,2,4,4,1,2,4,4,0,0
4,0,2,0,0,5,5,3,3,5,2,2,2,5,3,5,5,0,1
3,1,3,2,0,2,2,5,2,3,5,3,1,4,2,4,4,67,0
3,0,3,1,1,2,2,2,2,2,0,3,3,1,2,3,1,0,0
4,0,3,0,0,4,4,5,5,4,3,3,3,4,4,4,4,0,1
3,1,3,1,0,4,4,2,4,2,4,3,4,3,4,3,4,10,0
4,0,3,0,0,5,4,5,4,5,3,3,3,5,4,5,5,0,1
5,0,3,0,0,4,5,5,3,4,3,3,3,4,5,4,4,0,1
4,1,1,1,0,2,4,3,4,1,4,1,3,2,5,2,3,18,0
3,0,3,2,0,3,2,1,3,2,1,1,1,2,3,3,3,0,0
4,1,4,1,0,5,4,3,5,4,4,4,1,3,5,4,5,0,0
3,0,1,0,0,3,2,1,4,4,1,1,1,3,5,3,3,0,1
