,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
44912,44912,82391,Male,disloyal Customer,28,Business travel,Business,500,1,1,1,1,4,1,4,4,3,2,5,5,5,4,0,0.0,neutral or dissatisfied
13035,13035,48690,Male,Loyal Customer,60,Business travel,Business,372,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
36832,36832,126720,Female,disloyal Customer,40,Business travel,Business,2402,2,2,2,3,4,2,5,4,1,4,3,1,4,4,0,12.0,neutral or dissatisfied
777,777,110992,Female,Loyal Customer,42,Business travel,Business,1971,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5.0,satisfied
72168,72168,14615,Female,Loyal Customer,52,Personal Travel,Eco,448,3,5,3,1,2,4,4,3,3,3,2,3,3,3,0,6.0,neutral or dissatisfied
59641,59641,11871,Female,Loyal Customer,55,Personal Travel,Eco,1042,5,5,4,4,2,5,4,2,2,4,2,4,2,5,0,0.0,satisfied
8433,8433,63437,Female,Loyal Customer,18,Personal Travel,Eco,337,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0.0,satisfied
65040,65040,112194,Female,Loyal Customer,31,Personal Travel,Eco Plus,895,1,5,1,2,5,1,5,5,4,2,4,4,5,5,5,0.0,neutral or dissatisfied
82193,82193,16024,Female,Loyal Customer,49,Personal Travel,Eco,722,2,5,3,2,4,4,2,4,4,3,4,2,4,5,95,68.0,neutral or dissatisfied
55366,55366,72630,Female,Loyal Customer,12,Personal Travel,Eco,1119,4,4,4,1,3,4,3,3,5,4,5,3,4,3,0,0.0,neutral or dissatisfied
61273,61273,11339,Male,Loyal Customer,23,Personal Travel,Eco,458,2,3,2,2,1,2,2,1,3,5,5,1,3,1,0,0.0,neutral or dissatisfied
57130,57130,94729,Male,Loyal Customer,44,Business travel,Business,2185,0,0,0,3,3,4,4,2,2,2,4,4,2,4,0,0.0,satisfied
76741,76741,21609,Male,disloyal Customer,21,Business travel,Eco,853,4,4,4,3,1,4,1,1,5,5,2,5,5,1,3,0.0,satisfied
7835,7835,121955,Female,Loyal Customer,51,Business travel,Business,2736,2,2,2,2,3,4,5,5,5,5,5,3,5,5,16,26.0,satisfied
59562,59562,84304,Male,Loyal Customer,52,Personal Travel,Eco,235,3,5,3,4,3,3,3,3,4,4,4,5,5,3,2,7.0,neutral or dissatisfied
15769,15769,46776,Male,Loyal Customer,70,Personal Travel,Eco Plus,141,3,3,3,3,4,3,2,4,2,1,3,2,4,4,0,0.0,neutral or dissatisfied
103675,103675,63028,Female,Loyal Customer,52,Business travel,Business,1947,1,2,2,2,1,3,3,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
89467,89467,62302,Female,Loyal Customer,32,Business travel,Eco,414,1,5,4,5,1,1,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
19013,19013,12838,Female,Loyal Customer,35,Personal Travel,Eco,528,4,4,4,4,4,4,4,4,5,3,4,3,4,4,1,0.0,satisfied
72645,72645,102195,Female,Loyal Customer,50,Business travel,Business,3849,3,3,5,3,5,5,5,4,4,4,4,5,4,3,62,52.0,satisfied
5098,5098,20297,Female,Loyal Customer,36,Personal Travel,Eco,228,2,4,2,3,3,2,3,3,3,3,4,4,4,3,31,10.0,neutral or dissatisfied
81276,81276,72517,Female,Loyal Customer,45,Business travel,Business,2647,3,3,3,3,5,5,5,4,4,4,4,3,4,3,12,0.0,satisfied
50544,50544,28589,Female,Loyal Customer,51,Personal Travel,Eco,2603,3,1,3,4,3,4,4,2,4,4,3,4,1,4,0,3.0,neutral or dissatisfied
61945,61945,81346,Male,disloyal Customer,26,Business travel,Eco,899,2,2,2,3,2,2,2,2,1,2,5,2,4,2,0,4.0,neutral or dissatisfied
16220,16220,35829,Female,Loyal Customer,59,Business travel,Eco,937,3,1,1,1,1,3,4,3,3,3,3,4,3,3,17,30.0,neutral or dissatisfied
101247,101247,90553,Female,disloyal Customer,25,Business travel,Business,404,5,0,5,3,2,5,2,2,5,5,5,5,5,2,0,0.0,satisfied
15852,15852,101750,Female,Loyal Customer,40,Business travel,Business,1590,1,1,3,1,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
65431,65431,59710,Male,Loyal Customer,59,Business travel,Business,2809,5,2,5,5,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
31104,31104,117527,Male,Loyal Customer,47,Personal Travel,Business,347,3,5,3,1,4,4,4,4,4,3,4,3,4,4,15,12.0,neutral or dissatisfied
99950,99950,129562,Female,Loyal Customer,24,Personal Travel,Eco,2583,4,3,4,3,5,4,5,5,3,5,3,2,2,5,0,0.0,neutral or dissatisfied
28107,28107,106301,Male,Loyal Customer,8,Business travel,Business,998,4,2,2,2,4,4,4,4,2,3,4,3,4,4,4,11.0,neutral or dissatisfied
97414,97414,56419,Female,Loyal Customer,39,Business travel,Business,2635,3,5,3,3,2,5,4,4,4,4,4,4,4,5,25,6.0,satisfied
79121,79121,80490,Female,Loyal Customer,52,Business travel,Business,1749,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,6.0,satisfied
10614,10614,22915,Male,Loyal Customer,33,Business travel,Eco,630,1,1,1,1,1,1,1,2,1,1,1,1,3,1,131,143.0,neutral or dissatisfied
34884,34884,4152,Female,Loyal Customer,39,Business travel,Eco,427,2,2,2,2,2,2,2,2,4,3,3,2,2,2,0,0.0,neutral or dissatisfied
51258,51258,47752,Female,disloyal Customer,34,Business travel,Eco,329,3,0,3,4,3,3,3,3,1,2,5,1,3,3,0,0.0,neutral or dissatisfied
64521,64521,45976,Female,Loyal Customer,15,Business travel,Business,483,1,1,1,1,1,1,1,1,1,5,4,2,4,1,0,0.0,neutral or dissatisfied
59540,59540,32959,Male,Loyal Customer,45,Personal Travel,Eco,121,1,1,1,4,2,1,2,2,3,1,3,3,4,2,0,0.0,neutral or dissatisfied
11570,11570,124780,Female,Loyal Customer,53,Business travel,Business,3055,3,3,4,3,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
83182,83182,96522,Male,Loyal Customer,31,Personal Travel,Eco,302,3,4,3,2,1,3,1,1,4,4,5,4,4,1,10,13.0,neutral or dissatisfied
16631,16631,113147,Female,disloyal Customer,48,Business travel,Business,628,5,5,5,2,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
82157,82157,59119,Male,Loyal Customer,32,Personal Travel,Eco,1846,4,5,5,5,4,5,5,4,4,5,5,4,4,4,0,0.0,satisfied
5005,5005,53318,Male,Loyal Customer,12,Personal Travel,Eco,758,3,4,3,1,4,3,4,4,4,2,5,5,4,4,10,6.0,neutral or dissatisfied
90351,90351,87745,Male,Loyal Customer,39,Business travel,Business,3313,2,5,5,5,3,3,3,3,3,2,2,2,3,4,0,0.0,neutral or dissatisfied
72972,72972,86020,Female,Loyal Customer,22,Business travel,Eco,154,5,5,5,5,5,5,3,5,4,2,2,3,5,5,0,0.0,satisfied
38170,38170,65014,Female,Loyal Customer,42,Business travel,Business,224,2,4,4,4,1,3,4,2,2,1,2,3,2,2,64,52.0,neutral or dissatisfied
76757,76757,126749,Male,Loyal Customer,9,Personal Travel,Eco,2370,3,5,3,1,4,3,4,4,4,3,4,5,3,4,0,0.0,neutral or dissatisfied
80412,80412,55641,Male,Loyal Customer,42,Personal Travel,Eco,563,2,5,3,3,4,3,4,4,5,2,4,3,5,4,0,0.0,neutral or dissatisfied
92478,92478,14071,Female,Loyal Customer,55,Business travel,Eco,371,5,1,1,1,2,1,5,5,5,5,5,5,5,5,14,5.0,satisfied
79337,79337,56843,Male,Loyal Customer,29,Business travel,Eco Plus,1605,3,4,4,4,3,3,3,3,4,2,3,3,4,3,0,14.0,neutral or dissatisfied
74858,74858,22460,Female,Loyal Customer,36,Personal Travel,Eco,143,1,3,1,1,4,1,4,4,4,5,3,1,3,4,15,30.0,neutral or dissatisfied
20029,20029,34471,Male,Loyal Customer,30,Business travel,Business,266,3,1,1,1,3,3,3,3,3,4,3,3,4,3,0,0.0,neutral or dissatisfied
90374,90374,111184,Male,Loyal Customer,37,Business travel,Business,1703,4,4,4,4,3,3,5,4,4,5,4,3,4,3,0,0.0,satisfied
59509,59509,73364,Male,Loyal Customer,26,Business travel,Business,3338,2,1,1,1,2,2,2,2,4,1,4,3,3,2,0,0.0,neutral or dissatisfied
26702,26702,124969,Female,Loyal Customer,45,Business travel,Business,3312,3,3,3,3,4,5,4,5,5,5,5,4,5,5,28,34.0,satisfied
81054,81054,91002,Male,Loyal Customer,9,Personal Travel,Eco,646,3,5,3,2,1,3,1,1,5,3,2,1,3,1,0,0.0,neutral or dissatisfied
16141,16141,116535,Male,Loyal Customer,19,Personal Travel,Eco,337,1,5,1,1,1,1,1,1,2,3,1,4,2,1,0,0.0,neutral or dissatisfied
26944,26944,23113,Female,Loyal Customer,49,Business travel,Business,2976,3,3,3,3,3,4,2,4,4,4,4,4,4,3,1,37.0,satisfied
30789,30789,84432,Female,Loyal Customer,48,Business travel,Business,3230,4,4,4,4,4,5,5,3,3,3,3,3,3,4,14,16.0,satisfied
19779,19779,83382,Female,Loyal Customer,66,Personal Travel,Eco,1124,3,5,3,2,5,4,5,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
18411,18411,119424,Male,Loyal Customer,13,Personal Travel,Eco,399,3,4,3,2,1,3,1,1,3,4,4,3,4,1,0,0.0,neutral or dissatisfied
64461,64461,107520,Male,Loyal Customer,11,Personal Travel,Eco,838,3,5,3,3,5,3,5,5,4,2,4,5,5,5,53,40.0,neutral or dissatisfied
55015,55015,73872,Male,Loyal Customer,23,Personal Travel,Business,2585,2,0,2,2,2,1,1,2,5,5,2,1,5,1,27,11.0,neutral or dissatisfied
27449,27449,34663,Female,Loyal Customer,50,Business travel,Business,301,3,1,3,3,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
68139,68139,123660,Female,Loyal Customer,49,Business travel,Eco,214,2,2,2,2,5,3,4,3,3,2,3,2,3,2,0,0.0,neutral or dissatisfied
59204,59204,66400,Male,disloyal Customer,24,Business travel,Eco,1052,1,1,1,4,2,1,2,2,4,2,5,4,5,2,2,0.0,neutral or dissatisfied
51640,51640,99870,Female,Loyal Customer,31,Business travel,Eco Plus,587,4,2,2,2,4,3,4,4,3,4,3,1,3,4,0,0.0,neutral or dissatisfied
52904,52904,84315,Female,Loyal Customer,48,Business travel,Business,606,5,5,5,5,4,5,5,4,4,4,4,4,4,3,5,5.0,satisfied
25552,25552,115428,Male,disloyal Customer,64,Business travel,Business,404,4,4,4,2,1,4,1,1,5,3,5,4,4,1,20,9.0,neutral or dissatisfied
82751,82751,74076,Male,Loyal Customer,20,Business travel,Business,2703,5,5,4,5,3,3,3,3,4,4,5,4,4,3,0,0.0,satisfied
33887,33887,55618,Female,Loyal Customer,51,Personal Travel,Eco Plus,404,2,5,2,3,3,4,4,1,1,2,5,5,1,4,2,0.0,neutral or dissatisfied
54999,54999,16124,Female,disloyal Customer,36,Business travel,Eco,325,3,3,3,4,4,3,4,4,2,2,4,3,4,4,44,33.0,neutral or dissatisfied
41661,41661,30500,Male,Loyal Customer,45,Business travel,Business,373,3,3,3,3,2,3,1,4,4,4,4,2,4,5,25,30.0,satisfied
70718,70718,26875,Female,disloyal Customer,38,Business travel,Eco,829,2,2,2,2,4,2,4,4,5,1,1,4,5,4,0,0.0,neutral or dissatisfied
50796,50796,32038,Male,disloyal Customer,33,Business travel,Eco,102,3,4,2,5,1,2,1,1,1,4,5,4,5,1,0,1.0,neutral or dissatisfied
89917,89917,62904,Male,Loyal Customer,39,Personal Travel,Business,862,3,4,3,5,5,4,5,3,3,3,2,5,3,3,41,18.0,neutral or dissatisfied
16932,16932,5863,Male,Loyal Customer,44,Personal Travel,Eco,1020,1,4,1,4,2,1,2,2,5,4,2,5,3,2,0,0.0,neutral or dissatisfied
36195,36195,27029,Female,disloyal Customer,25,Business travel,Eco Plus,954,3,0,4,3,4,4,2,4,4,3,5,3,5,4,0,0.0,neutral or dissatisfied
85947,85947,48526,Male,disloyal Customer,11,Business travel,Eco,848,1,1,1,4,3,1,3,3,3,5,4,4,3,3,0,0.0,neutral or dissatisfied
70844,70844,67039,Female,disloyal Customer,22,Business travel,Eco,964,4,4,4,4,5,4,5,5,2,5,4,4,3,5,11,10.0,neutral or dissatisfied
94721,94721,32274,Female,Loyal Customer,35,Business travel,Eco,163,5,4,4,4,5,4,5,5,2,5,4,4,2,5,0,0.0,satisfied
34568,34568,11985,Female,Loyal Customer,23,Personal Travel,Eco,643,2,5,2,5,5,2,5,5,3,4,5,5,5,5,0,22.0,neutral or dissatisfied
20679,20679,19153,Female,Loyal Customer,36,Business travel,Business,3065,4,4,4,4,2,1,2,4,4,4,4,4,4,3,0,27.0,satisfied
64616,64616,58730,Female,disloyal Customer,19,Business travel,Eco,1182,3,3,3,3,2,3,2,2,4,5,5,4,4,2,43,49.0,neutral or dissatisfied
89554,89554,103875,Female,Loyal Customer,21,Personal Travel,Eco,869,3,4,4,2,1,4,1,1,4,2,1,4,4,1,3,0.0,neutral or dissatisfied
46815,46815,59415,Female,Loyal Customer,38,Personal Travel,Eco,2367,2,4,2,1,1,2,3,1,5,3,4,5,4,1,4,0.0,neutral or dissatisfied
80914,80914,37940,Male,Loyal Customer,20,Personal Travel,Eco,1065,3,4,3,1,3,3,3,3,5,2,5,5,4,3,0,0.0,neutral or dissatisfied
54571,54571,18763,Male,Loyal Customer,45,Business travel,Business,551,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
54627,54627,68620,Female,Loyal Customer,48,Business travel,Business,3524,3,3,3,3,2,5,4,3,3,4,3,5,3,4,0,0.0,satisfied
12307,12307,126220,Female,Loyal Customer,36,Business travel,Business,650,3,3,3,3,4,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
43853,43853,44182,Male,Loyal Customer,57,Business travel,Eco,157,4,2,2,2,5,4,5,5,3,2,3,3,2,5,0,0.0,satisfied
16020,16020,56457,Female,Loyal Customer,69,Personal Travel,Eco,719,4,4,5,2,3,5,5,3,3,5,3,4,3,5,0,0.0,neutral or dissatisfied
41950,41950,17860,Female,Loyal Customer,35,Business travel,Eco,453,5,4,4,4,5,5,5,5,4,3,3,5,5,5,0,0.0,satisfied
48861,48861,42496,Female,Loyal Customer,42,Business travel,Eco,495,4,4,4,4,5,4,3,4,4,4,4,2,4,5,2,22.0,satisfied
37238,37238,72698,Female,Loyal Customer,45,Personal Travel,Eco,964,1,5,1,3,2,5,5,4,4,1,1,5,4,5,0,0.0,neutral or dissatisfied
28674,28674,80464,Male,Loyal Customer,35,Business travel,Business,1299,3,3,3,3,2,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
58104,58104,104072,Male,Loyal Customer,41,Business travel,Business,1634,3,5,4,5,3,2,1,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
79731,79731,89183,Male,Loyal Customer,8,Personal Travel,Eco,1919,2,5,2,2,4,2,4,4,5,4,4,5,5,4,27,12.0,neutral or dissatisfied
2671,2671,96609,Male,Loyal Customer,43,Business travel,Business,3723,2,2,2,2,4,4,5,2,2,2,2,5,2,5,5,10.0,satisfied
28722,28722,35361,Female,Loyal Customer,42,Business travel,Eco,1041,5,4,4,4,3,4,2,5,5,5,5,1,5,1,0,0.0,satisfied
41007,41007,45709,Male,Loyal Customer,41,Business travel,Business,3982,4,4,4,4,2,2,1,4,4,4,4,4,4,3,14,31.0,satisfied
53217,53217,85686,Female,Loyal Customer,38,Business travel,Business,1547,3,3,5,3,5,5,4,5,5,5,5,3,5,3,0,14.0,satisfied
53767,53767,9075,Female,Loyal Customer,56,Personal Travel,Eco,212,4,1,0,2,1,2,2,3,3,0,3,4,3,2,13,6.0,satisfied
50360,50360,113795,Male,Loyal Customer,59,Business travel,Business,236,2,2,2,2,5,5,5,5,5,5,5,4,5,5,16,0.0,satisfied
47376,47376,26423,Male,Loyal Customer,42,Business travel,Eco,787,5,2,2,2,5,5,5,5,3,4,5,2,2,5,33,32.0,satisfied
93552,93552,30311,Male,Loyal Customer,22,Personal Travel,Eco,1476,2,5,1,3,3,1,2,3,5,4,5,4,5,3,0,40.0,neutral or dissatisfied
89583,89583,631,Female,Loyal Customer,42,Business travel,Business,164,0,4,0,1,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
59239,59239,126782,Male,Loyal Customer,33,Business travel,Business,2077,2,3,3,3,2,2,2,2,4,3,4,1,4,2,0,6.0,neutral or dissatisfied
59243,59243,78973,Male,Loyal Customer,36,Business travel,Business,356,5,1,5,5,3,4,5,3,3,3,3,4,3,5,0,0.0,satisfied
34415,34415,46324,Female,Loyal Customer,47,Business travel,Business,420,2,1,3,3,2,2,2,2,2,2,2,4,2,2,3,40.0,neutral or dissatisfied
25210,25210,113532,Male,disloyal Customer,29,Business travel,Eco,391,3,2,2,4,1,2,1,1,4,4,4,1,4,1,70,73.0,neutral or dissatisfied
49169,49169,54363,Female,Loyal Customer,32,Personal Travel,Eco,1235,1,3,1,1,5,1,1,5,5,5,3,5,3,5,3,0.0,neutral or dissatisfied
80334,80334,46201,Female,Loyal Customer,37,Business travel,Business,624,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,1.0,satisfied
38685,38685,91583,Male,Loyal Customer,59,Personal Travel,Eco,1123,3,5,3,4,4,3,1,4,5,5,4,4,5,4,15,13.0,neutral or dissatisfied
51386,51386,23370,Male,Loyal Customer,35,Business travel,Business,1014,2,1,1,1,4,3,4,2,2,2,2,2,2,3,3,15.0,neutral or dissatisfied
32493,32493,56701,Female,Loyal Customer,42,Personal Travel,Eco,1023,2,4,2,4,3,3,4,2,2,2,2,2,2,4,7,11.0,neutral or dissatisfied
27967,27967,73381,Female,Loyal Customer,24,Business travel,Eco,1197,4,5,5,5,4,4,2,4,3,3,3,1,3,4,16,9.0,neutral or dissatisfied
5913,5913,26170,Female,disloyal Customer,29,Business travel,Eco,515,3,4,3,4,4,3,4,4,3,1,4,3,4,4,21,4.0,neutral or dissatisfied
85873,85873,85857,Male,Loyal Customer,29,Personal Travel,Eco Plus,666,1,5,1,5,3,1,1,3,3,4,3,4,5,3,1,0.0,neutral or dissatisfied
87380,87380,110796,Male,disloyal Customer,57,Business travel,Eco,590,3,4,3,4,2,3,2,2,2,1,4,3,3,2,20,9.0,neutral or dissatisfied
16645,16645,127474,Male,Loyal Customer,58,Business travel,Eco,2075,1,4,5,4,1,1,1,1,1,5,4,2,4,1,43,24.0,neutral or dissatisfied
88111,88111,15781,Female,Loyal Customer,36,Personal Travel,Eco,254,3,5,3,3,2,3,2,2,3,2,4,4,4,2,0,2.0,neutral or dissatisfied
89543,89543,99948,Male,Loyal Customer,39,Business travel,Business,486,3,4,4,4,3,3,3,3,3,3,3,1,3,2,0,15.0,neutral or dissatisfied
31197,31197,44451,Male,Loyal Customer,53,Personal Travel,Eco,1203,4,4,4,2,1,4,1,1,4,5,1,4,5,1,50,39.0,neutral or dissatisfied
72956,72956,7245,Female,Loyal Customer,27,Personal Travel,Eco,135,4,0,4,3,3,4,3,3,1,4,5,3,4,3,0,0.0,satisfied
100946,100946,75263,Female,Loyal Customer,52,Personal Travel,Eco,1744,5,1,5,3,2,3,4,3,3,5,4,3,3,1,0,0.0,satisfied
17108,17108,66381,Female,Loyal Customer,49,Business travel,Business,1562,5,5,3,5,5,5,4,4,4,4,4,3,4,3,0,6.0,satisfied
61209,61209,40935,Female,disloyal Customer,52,Business travel,Eco Plus,590,2,2,2,3,1,2,1,1,3,1,3,3,2,1,0,0.0,neutral or dissatisfied
71240,71240,54195,Female,Loyal Customer,47,Personal Travel,Eco,1400,4,3,5,4,1,3,4,1,1,5,1,3,1,3,0,0.0,satisfied
102371,102371,54918,Female,disloyal Customer,23,Business travel,Eco,462,3,1,3,2,3,3,3,3,1,2,1,3,1,3,23,24.0,neutral or dissatisfied
33461,33461,31176,Male,disloyal Customer,38,Business travel,Eco,971,3,3,3,4,5,3,5,5,2,5,5,5,5,5,0,0.0,neutral or dissatisfied
34899,34899,74521,Female,Loyal Customer,41,Business travel,Business,1464,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,54.0,satisfied
19137,19137,81776,Male,Loyal Customer,25,Business travel,Business,1487,1,1,3,1,5,4,5,5,4,4,4,3,4,5,0,0.0,satisfied
29501,29501,85537,Female,disloyal Customer,32,Business travel,Business,153,1,1,1,2,5,1,5,5,5,5,5,4,4,5,43,37.0,neutral or dissatisfied
72517,72517,110426,Male,disloyal Customer,15,Business travel,Eco,842,4,5,5,4,3,5,3,3,2,5,3,1,3,3,0,0.0,neutral or dissatisfied
57154,57154,116653,Female,disloyal Customer,32,Business travel,Business,308,2,2,2,1,5,2,5,5,3,3,4,3,5,5,31,13.0,neutral or dissatisfied
68958,68958,89168,Male,Loyal Customer,29,Personal Travel,Eco,1947,3,4,3,2,3,3,3,3,5,2,3,4,4,3,0,0.0,neutral or dissatisfied
72240,72240,64364,Female,Loyal Customer,41,Personal Travel,Eco,1158,0,4,0,2,4,0,4,4,4,2,5,5,5,4,4,7.0,satisfied
43420,43420,28436,Male,Loyal Customer,44,Business travel,Eco,2496,3,5,5,5,3,3,3,2,4,1,3,3,1,3,0,17.0,neutral or dissatisfied
68322,68322,108515,Female,disloyal Customer,22,Business travel,Eco,119,4,3,4,3,1,4,3,1,3,4,2,1,5,1,0,0.0,satisfied
17880,17880,124671,Female,disloyal Customer,58,Business travel,Business,399,4,4,4,4,1,4,1,1,3,5,4,3,5,1,66,69.0,satisfied
20529,20529,64974,Male,Loyal Customer,39,Business travel,Business,247,3,3,3,3,1,1,2,4,4,4,4,1,4,2,58,57.0,satisfied
22534,22534,97068,Female,Loyal Customer,51,Business travel,Business,715,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
84903,84903,46096,Female,Loyal Customer,33,Business travel,Eco Plus,541,3,1,1,1,3,3,3,3,3,5,3,4,4,3,0,36.0,neutral or dissatisfied
38891,38891,45705,Female,disloyal Customer,31,Business travel,Eco,1024,2,2,2,4,3,2,3,3,1,1,1,3,1,3,24,31.0,neutral or dissatisfied
39546,39546,75760,Male,Loyal Customer,27,Personal Travel,Eco,813,4,3,4,3,5,4,5,5,4,3,3,4,4,5,15,12.0,satisfied
58236,58236,85402,Male,Loyal Customer,58,Business travel,Business,2352,3,3,3,3,4,5,4,4,4,4,4,5,4,4,22,16.0,satisfied
93979,93979,32490,Female,Loyal Customer,34,Business travel,Business,2514,3,3,3,3,4,1,1,4,4,4,5,3,4,2,0,4.0,satisfied
96082,96082,102007,Female,disloyal Customer,22,Business travel,Eco,628,3,2,3,3,4,3,4,4,1,2,4,4,4,4,23,28.0,neutral or dissatisfied
6337,6337,97996,Male,Loyal Customer,28,Business travel,Business,483,5,5,5,5,3,3,3,3,3,2,5,4,5,3,28,35.0,satisfied
101338,101338,50578,Female,Loyal Customer,40,Personal Travel,Eco,209,1,4,1,5,2,1,2,2,2,4,5,2,5,2,0,3.0,neutral or dissatisfied
71320,71320,105674,Female,Loyal Customer,48,Business travel,Business,883,3,3,3,3,3,5,4,5,5,5,5,4,5,3,19,13.0,satisfied
40712,40712,26332,Female,Loyal Customer,65,Business travel,Business,2257,2,1,1,1,2,3,4,2,2,2,2,4,2,2,4,0.0,neutral or dissatisfied
31719,31719,36132,Female,Loyal Customer,53,Business travel,Eco,1609,3,3,4,3,1,3,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
96658,96658,69286,Female,Loyal Customer,60,Personal Travel,Eco,733,2,3,2,3,1,5,5,2,2,2,3,3,2,4,0,0.0,neutral or dissatisfied
55908,55908,124083,Female,Loyal Customer,48,Personal Travel,Business,529,4,5,4,5,4,4,4,1,1,4,4,5,1,5,0,0.0,neutral or dissatisfied
64715,64715,105606,Female,Loyal Customer,46,Business travel,Business,2749,2,1,1,1,2,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
96433,96433,75337,Male,Loyal Customer,43,Business travel,Business,1056,3,3,3,3,3,3,2,2,2,2,2,5,2,5,1,2.0,satisfied
57377,57377,91459,Male,Loyal Customer,60,Business travel,Eco,859,3,4,4,4,4,3,4,4,4,4,3,3,2,4,16,44.0,neutral or dissatisfied
45693,45693,10273,Female,Loyal Customer,50,Personal Travel,Business,201,4,4,4,4,2,4,3,1,1,4,1,4,1,4,0,0.0,satisfied
25583,25583,28486,Female,disloyal Customer,19,Business travel,Eco,1422,5,5,5,1,5,5,5,5,3,1,5,4,2,5,0,0.0,satisfied
33780,33780,75370,Male,Loyal Customer,39,Business travel,Business,2585,5,5,5,5,5,4,4,4,4,3,4,3,4,3,0,0.0,satisfied
54960,54960,79247,Male,Loyal Customer,56,Business travel,Business,1598,4,4,4,4,4,4,4,5,2,4,5,4,5,4,193,189.0,satisfied
21933,21933,101813,Female,Loyal Customer,44,Business travel,Business,1521,4,2,2,2,1,3,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
70539,70539,28274,Male,Loyal Customer,43,Business travel,Business,2402,5,5,2,5,5,4,4,1,1,5,2,4,1,4,0,0.0,satisfied
20343,20343,38944,Male,Loyal Customer,26,Personal Travel,Eco,162,5,5,5,5,1,5,4,1,4,5,5,5,5,1,0,0.0,satisfied
7943,7943,95400,Male,Loyal Customer,20,Personal Travel,Eco,148,2,4,2,3,2,2,2,2,3,2,3,2,3,2,0,0.0,neutral or dissatisfied
67956,67956,27606,Female,Loyal Customer,22,Personal Travel,Eco,679,2,5,2,1,5,2,5,5,3,3,4,3,4,5,4,17.0,neutral or dissatisfied
66574,66574,51299,Female,Loyal Customer,54,Business travel,Eco Plus,89,5,2,2,2,2,2,4,5,5,5,5,5,5,5,0,0.0,satisfied
35756,35756,43480,Female,Loyal Customer,23,Business travel,Business,1716,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,0.0,neutral or dissatisfied
47076,47076,97400,Male,Loyal Customer,49,Business travel,Business,1972,1,1,1,1,4,4,4,5,5,5,4,4,5,4,46,36.0,satisfied
71919,71919,93537,Male,Loyal Customer,46,Personal Travel,Eco,1315,2,5,2,4,2,2,2,2,4,4,5,5,4,2,15,0.0,neutral or dissatisfied
46220,46220,4885,Female,Loyal Customer,11,Personal Travel,Eco,500,0,5,0,2,5,0,5,5,5,2,4,3,5,5,0,0.0,satisfied
102242,102242,91262,Female,Loyal Customer,24,Personal Travel,Eco,404,2,2,5,4,4,5,4,4,3,2,4,4,3,4,0,0.0,neutral or dissatisfied
15900,15900,78429,Female,disloyal Customer,21,Business travel,Business,666,4,4,4,1,2,4,2,2,4,5,5,3,4,2,0,23.0,satisfied
95611,95611,18691,Male,Loyal Customer,37,Personal Travel,Eco,127,3,2,3,3,1,3,1,1,2,5,3,3,3,1,0,0.0,neutral or dissatisfied
82213,82213,37997,Female,Loyal Customer,34,Business travel,Business,2574,5,5,5,5,4,5,3,4,4,4,4,4,4,5,0,0.0,satisfied
23965,23965,129803,Female,Loyal Customer,41,Personal Travel,Eco,308,4,4,4,1,1,4,1,1,4,2,5,4,5,1,1,0.0,neutral or dissatisfied
27200,27200,44578,Male,disloyal Customer,20,Business travel,Eco,157,5,1,5,3,2,5,2,2,5,5,1,4,2,2,0,0.0,satisfied
80749,80749,71874,Female,Loyal Customer,42,Personal Travel,Eco,1846,2,4,2,5,3,4,5,4,4,2,4,5,4,4,50,50.0,neutral or dissatisfied
33185,33185,68206,Female,Loyal Customer,34,Business travel,Business,2975,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,17.0,satisfied
